(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(2.29637e-17,1.10356e-32)	 	(2.29637e-17,-1.10356e-32)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-1.44041e-17,1.07942e-31)	 	(-1.44041e-17,-1.07942e-31)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(1.11601e-17,2.55874e-17)	 	(1.11601e-17,-2.55874e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(8.44847e-18,-8.30537e-18)	 	(8.44847e-18,8.30537e-18)
(0.438855,-0.348483)	 	(0.438855,0.348483)
(0.0305822,0.378485)	 	(0.0305822,-0.378485)
(0.123575,0.149739)	 	(0.123575,-0.149739)
(3.55712e-17,-2.0798e-17)	 	(3.55712e-17,2.0798e-17)
(-0.310726,0.141397)	 	(-0.310726,-0.141397)
(-0.0400062,0.00186308)	 	(-0.0400062,-0.00186308)
(0.120354,0.0439894)	 	(0.120354,-0.0439894)
(-3.51285e-17,7.62019e-17)	 	(-3.51285e-17,-7.62019e-17)
(0.036152,0.0155194)	 	(0.036152,-0.0155194)
(-0.541267,-0.263463)	 	(-0.541267,0.263463)
(-0.0251205,0.0704108)	 	(-0.0251205,-0.0704108)
(-5.78655e-17,3.27163e-17)	 	(-5.78655e-17,-3.27163e-17)
(-4.91044e-17,1.57605e-17)	 	(-4.91044e-17,-1.57605e-17)
(5.69657e-17,-4.44919e-17)	 	(5.69657e-17,4.44919e-17)
(4.61172e-18,-9.37506e-18)	 	(4.61172e-18,9.37506e-18)
(-5.14309e-17,1.37889e-17)	 	(-5.14309e-17,-1.37889e-17)
(2.28955e-18,1.59553e-18)	 	(2.28955e-18,-1.59553e-18)
(1.21903e-18,8.71657e-19)	 	(1.21903e-18,-8.71657e-19)
(-1.26729e-20,3.15035e-20)	 	(-1.26729e-20,-3.15035e-20)
(8.30816e-17,-4.43451e-17)	 	(8.30816e-17,4.43451e-17)
(1.67499e-54,4.41827e-54)	 	(1.67499e-54,-4.41827e-54)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-5.80204e-17,-5.45631e-17)	 	(-5.80204e-17,5.45631e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(6.09887e-18,-1.05485e-17)	 	(6.09887e-18,1.05485e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-3.35205e-17,1.34888e-17)	 	(-3.35205e-17,-1.34888e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(6.14057e-17,-2.46538e-17)	 	(6.14057e-17,2.46538e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-1.01258e-17,-4.25636e-17)	 	(-1.01258e-17,4.25636e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(-9.53247e-18,2.62373e-17)	 	(-9.53247e-18,-2.62373e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-8.95299e-18,-7.75886e-18)	 	(-8.95299e-18,7.75886e-18)
(-0.459858,-0.320258)	 	(-0.459858,0.320258)
(-0.00677167,0.379658)	 	(-0.00677167,-0.379658)
(-0.113936,0.157198)	 	(-0.113936,-0.157198)
(-3.68062e-17,-1.85249e-17)	 	(-3.68062e-17,1.85249e-17)
(0.318986,0.12162)	 	(0.318986,-0.12162)
(0.0400442,-0.000651009)	 	(0.0400442,0.000651009)
(-0.117356,0.051455)	 	(-0.117356,-0.051455)
(3.9841e-17,7.38473e-17)	 	(3.9841e-17,-7.38473e-17)
(-0.0351069,0.0177574)	 	(-0.0351069,-0.0177574)
(0.523668,-0.296909)	 	(0.523668,0.296909)
(0.0294893,0.0686958)	 	(0.0294893,-0.0686958)
(5.98045e-17,2.90207e-17)	 	(5.98045e-17,-2.90207e-17)
(4.99966e-17,1.26481e-17)	 	(4.99966e-17,-1.26481e-17)
(-5.96453e-17,-4.08296e-17)	 	(-5.96453e-17,4.08296e-17)
(-5.19093e-18,-9.0672e-18)	 	(-5.19093e-18,9.0672e-18)
(5.21948e-17,1.05344e-17)	 	(5.21948e-17,-1.05344e-17)
(-2.18491e-18,1.73606e-18)	 	(-2.18491e-18,-1.73606e-18)
(-1.16193e-18,9.46435e-19)	 	(-1.16193e-18,-9.46435e-19)
(1.46248e-20,3.06462e-20)	 	(1.46248e-20,-3.06462e-20)
(-8.57006e-17,-3.90442e-17)	 	(-8.57006e-17,3.90442e-17)
(-1.39444e-54,4.51467e-54)	 	(-1.39444e-54,-4.51467e-54)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(5.44822e-17,-5.80964e-17)	 	(5.44822e-17,5.80964e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-6.74877e-18,-1.0145e-17)	 	(-6.74877e-18,1.0145e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(3.43008e-17,1.13587e-17)	 	(3.43008e-17,-1.13587e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-6.28317e-17,-2.0752e-17)	 	(-6.28317e-17,2.0752e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(7.43493e-18,-4.31151e-17)	 	(7.43493e-18,4.31151e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(-6.02612e-17,1.11934e-30)	 	(-6.02612e-17,-1.11934e-30)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(3.7964e-17,-5.88996e-31)	 	(3.7964e-17,5.88996e-31)
(-0.0924503,4.73286e-16)	 	(-0.0924503,-4.73286e-16)
(0.0693862,1.4859e-15)	 	(0.0693862,-1.4859e-15)
(0.0271384,2.28388e-16)	 	(0.0271384,-2.28388e-16)
(6.78059e-17,-9.86141e-31)	 	(6.78059e-17,9.86141e-31)
(0.0372718,-1.22174e-15)	 	(0.0372718,1.22174e-15)
(0.0293229,5.50333e-18)	 	(0.0293229,-5.50333e-18)
(-0.344174,4.14951e-15)	 	(-0.344174,-4.14951e-15)
(-3.98323e-17,9.48259e-31)	 	(-3.98323e-17,-9.48259e-31)
(0.679699,-1.05334e-14)	 	(0.679699,1.05334e-14)
(-0.499528,9.00619e-15)	 	(-0.499528,-9.00619e-15)
(-0.392019,7.71016e-15)	 	(-0.392019,-7.71016e-15)
(-1.74825e-16,2.60771e-30)	 	(-1.74825e-16,-2.60771e-30)
(-2.14095e-16,5.03457e-30)	 	(-2.14095e-16,-5.03457e-30)
(1.99514e-16,-6.30238e-31)	 	(1.99514e-16,6.30238e-31)
(-4.64994e-18,5.25453e-32)	 	(-4.64994e-18,-5.25453e-32)
(-3.70238e-18,2.835e-31)	 	(-3.70238e-18,-2.835e-31)
(-7.6188e-17,-5.13233e-31)	 	(-7.6188e-17,5.13233e-31)
(-5.84751e-17,4.31971e-31)	 	(-5.84751e-17,-4.31971e-31)
(-5.0219e-18,1.22351e-31)	 	(-5.0219e-18,-1.22351e-31)
(1.39745e-16,-2.24845e-30)	 	(1.39745e-16,2.24845e-30)
(4.85317e-51,-1.40031e-65)	 	(4.85317e-51,1.40031e-65)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-8.71996e-18,-4.4969e-31)	 	(-8.71996e-18,4.4969e-31)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-6.15972e-17,9.87363e-31)	 	(-6.15972e-17,-9.87363e-31)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(2.23134e-18,-3.3238e-31)	 	(2.23134e-18,3.3238e-31)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(9.16268e-17,-1.65212e-30)	 	(9.16268e-17,1.65212e-30)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-5.63606e-17,9.53147e-31)	 	(-5.63606e-17,-9.53147e-31)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(1.49961e-18,-2.38508e-17)	 	(1.49961e-18,2.38508e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(2.64428e-19,-4.20563e-18)	 	(2.64428e-19,4.20563e-18)
(-0.00787165,0.125196)	 	(-0.00787165,-0.125196)
(0.0238987,-0.3801)	 	(0.0238987,0.3801)
(0.00809906,-0.128813)	 	(0.00809906,0.128813)
(-1.41824e-18,2.25566e-17)	 	(-1.41824e-18,-2.25566e-17)
(-0.0491441,0.781618)	 	(-0.0491441,-0.781618)
(0.000937062,-0.0149036)	 	(0.000937062,0.0149036)
(-0.00962991,0.15316)	 	(-0.00962991,-0.15316)
(1.79791e-19,-2.85951e-18)	 	(1.79791e-19,2.85951e-18)
(-0.0163341,0.259788)	 	(-0.0163341,-0.259788)
(0.0175279,-0.278774)	 	(0.0175279,0.278774)
(0.0124973,-0.198765)	 	(0.0124973,0.198765)
(3.15337e-18,-5.01532e-17)	 	(3.15337e-18,5.01532e-17)
(4.45313e-18,-7.08254e-17)	 	(4.45313e-18,7.08254e-17)
(-1.85391e-18,2.94858e-17)	 	(-1.85391e-18,-2.94858e-17)
(1.69443e-19,-2.69493e-18)	 	(1.69443e-19,2.69493e-18)
(2.33798e-19,-3.71847e-18)	 	(2.33798e-19,3.71847e-18)
(1.11593e-19,-1.77485e-18)	 	(1.11593e-19,1.77485e-18)
(6.79675e-20,-1.081e-18)	 	(6.79675e-20,1.081e-18)
(1.51166e-21,-2.40424e-20)	 	(1.51166e-21,2.40424e-20)
(-9.01727e-18,1.43416e-16)	 	(-9.01727e-18,-1.43416e-16)
(-1.7139e-55,2.7259e-54)	 	(-1.7139e-55,-2.7259e-54)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-4.5996e-18,7.3155e-17)	 	(-4.5996e-18,-7.3155e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(7.54905e-18,-1.20065e-16)	 	(7.54905e-18,1.20065e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(4.42731e-18,-7.04148e-17)	 	(4.42731e-18,7.04148e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-1.92876e-18,3.06762e-17)	 	(-1.92876e-18,-3.06762e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(1.11879e-18,-1.77939e-17)	 	(1.11879e-18,1.77939e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(0.190328,1.05555e-16)	 	(0.190328,-1.05555e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.212095,-2.11757e-31)	 	(0.212095,2.11757e-31)
(-1.43361e-16,-3.4483e-32)	 	(-1.43361e-16,3.4483e-32)
(-3.04201e-19,-2.43399e-31)	 	(-3.04201e-19,2.43399e-31)
(-3.1452e-17,3.52605e-31)	 	(-3.1452e-17,-3.52605e-31)
(0.239356,-6.20229e-16)	 	(0.239356,6.20229e-16)
(2.83409e-16,1.37379e-31)	 	(2.83409e-16,-1.37379e-31)
(-2.90315e-17,1.07661e-31)	 	(-2.90315e-17,-1.07661e-31)
(7.05241e-17,-2.10026e-31)	 	(7.05241e-17,2.10026e-31)
(-0.407822,5.20524e-16)	 	(-0.407822,-5.20524e-16)
(4.20706e-17,-3.70387e-32)	 	(4.20706e-17,3.70387e-32)
(-4.96419e-17,7.33483e-32)	 	(-4.96419e-17,-7.33483e-32)
(3.83905e-17,-4.64903e-32)	 	(3.83905e-17,4.64903e-32)
(-0.407821,5.45014e-16)	 	(-0.407821,-5.45014e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.239359,-5.15339e-18)	 	(0.239359,5.15339e-18)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.212093,-5.5415e-16)	 	(0.212093,5.5415e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.190325,-6.02832e-16)	 	(0.190325,6.02832e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.411311,4.89253e-16)	 	(-0.411311,-4.89253e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.161261,1.17048e-16)	 	(0.161261,-1.17048e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.161259,-5.38381e-16)	 	(0.161259,5.38381e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.41131,5.854e-16)	 	(-0.41131,-5.854e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(-0.39203,7.49811e-17)	 	(-0.39203,-7.49811e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.303039,1.46852e-30)	 	(-0.303039,-1.46852e-30)
(1.17572e-16,-1.04412e-32)	 	(1.17572e-16,1.04412e-32)
(2.33562e-16,-1.43018e-31)	 	(2.33562e-16,1.43018e-31)
(-5.02888e-17,1.94722e-31)	 	(-5.02888e-17,-1.94722e-31)
(0.34586,-4.3136e-16)	 	(0.34586,4.3136e-16)
(-1.62391e-16,5.10779e-32)	 	(-1.62391e-16,-5.10779e-32)
(-2.54123e-17,6.78411e-32)	 	(-2.54123e-17,-6.78411e-32)
(3.60665e-17,-1.19255e-31)	 	(3.60665e-17,1.19255e-31)
(0.0182064,3.59177e-16)	 	(0.0182064,-3.59177e-16)
(2.49448e-17,-1.63793e-32)	 	(2.49448e-17,1.63793e-32)
(-3.0406e-17,4.86858e-32)	 	(-3.0406e-17,-4.86858e-32)
(2.36479e-17,-2.86372e-32)	 	(2.36479e-17,2.86372e-32)
(-0.0182092,3.82305e-16)	 	(-0.0182092,-3.82305e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.345858,7.97843e-18)	 	(-0.345858,-7.97843e-18)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.303041,-3.84946e-16)	 	(0.303041,3.84946e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.392031,-4.23007e-16)	 	(0.392031,4.23007e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.0511782,3.35558e-16)	 	(0.0511782,-3.35558e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.363193,8.37218e-17)	 	(-0.363193,-8.37218e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.363194,-3.77636e-16)	 	(0.363194,3.77636e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.0511813,4.00571e-16)	 	(-0.0511813,-4.00571e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(-0.397659,7.17233e-16)	 	(-0.397659,-7.17233e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.105846,1.66493e-30)	 	(-0.105846,-1.66493e-30)
(2.81932e-17,-3.85538e-32)	 	(2.81932e-17,3.85538e-32)
(2.14184e-17,-3.6521e-32)	 	(2.14184e-17,3.6521e-32)
(-6.91086e-17,2.30225e-31)	 	(-6.91086e-17,-2.30225e-31)
(0.118997,-4.24387e-16)	 	(0.118997,4.24387e-16)
(5.41296e-17,1.67273e-31)	 	(5.41296e-17,-1.67273e-31)
(2.71427e-17,-3.0548e-32)	 	(2.71427e-17,3.0548e-32)
(2.58449e-17,4.65814e-32)	 	(2.58449e-17,-4.65814e-32)
(0.274183,-6.09046e-16)	 	(0.274183,6.09046e-16)
(-2.55868e-18,-3.20205e-32)	 	(-2.55868e-18,3.20205e-32)
(1.45862e-17,-4.20265e-32)	 	(1.45862e-17,4.20265e-32)
(-1.20069e-17,1.45402e-32)	 	(-1.20069e-17,-1.45402e-32)
(0.274182,-3.74582e-16)	 	(0.274182,3.74582e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.118994,-2.50788e-18)	 	(0.118994,2.50788e-18)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.105847,3.79723e-16)	 	(-0.105847,-3.79723e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.397659,7.09362e-16)	 	(-0.397659,-7.09362e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.28406,3.36818e-16)	 	(-0.28406,-3.36818e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.400796,-8.02943e-16)	 	(0.400796,8.02943e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.400795,-6.34906e-16)	 	(0.400795,6.34906e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.284062,6.82247e-16)	 	(-0.284062,-6.82247e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(-0.000756185,-2.03957e-16)	 	(-0.000756185,2.03957e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.348094,3.6783e-31)	 	(-0.348094,-3.6783e-31)
(-2.83152e-17,9.31247e-33)	 	(-2.83152e-17,-9.31247e-33)
(1.84613e-17,1.08752e-32)	 	(1.84613e-17,-1.08752e-32)
(-4.76192e-17,-8.91756e-32)	 	(-4.76192e-17,8.91756e-32)
(-0.426471,1.27676e-16)	 	(-0.426471,-1.27676e-16)
(8.94831e-17,-4.36433e-32)	 	(8.94831e-17,4.36433e-32)
(-5.11283e-18,7.06043e-33)	 	(-5.11283e-18,-7.06043e-33)
(-7.63938e-18,-1.3138e-32)	 	(-7.63938e-18,1.3138e-32)
(-0.212358,1.77991e-16)	 	(-0.212358,-1.77991e-16)
(2.45316e-19,9.38325e-33)	 	(2.45316e-19,-9.38325e-33)
(-3.67087e-18,1.10924e-32)	 	(-3.67087e-18,-1.10924e-32)
(3.04005e-18,-3.68145e-33)	 	(3.04005e-18,3.68145e-33)
(0.21236,1.09612e-16)	 	(0.21236,-1.09612e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.426471,-9.64612e-18)	 	(0.426471,9.64612e-18)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.348094,-1.12085e-16)	 	(0.348094,1.12085e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.000754252,-2.042e-16)	 	(0.000754252,2.042e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.348385,-8.74491e-17)	 	(-0.348385,8.74491e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.174598,2.31381e-16)	 	(-0.174598,-2.31381e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.1746,1.75161e-16)	 	(0.1746,-1.75161e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.348384,-1.99627e-16)	 	(0.348384,1.99627e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(-0.278143,1.30414e-17)	 	(-0.278143,-1.30414e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.397346,-9.01463e-32)	 	(0.397346,9.01463e-32)
(3.06329e-17,1.01437e-33)	 	(3.06329e-17,-1.01437e-33)
(3.27142e-17,3.15747e-35)	 	(3.27142e-17,-3.15747e-35)
(-3.68485e-17,-1.60682e-32)	 	(-3.68485e-17,1.60682e-32)
(-0.210018,-3.98126e-19)	 	(-0.210018,3.98126e-19)
(3.49899e-17,-1.4518e-33)	 	(3.49899e-17,1.4518e-33)
(4.46512e-19,1.32219e-34)	 	(4.46512e-19,-1.32219e-34)
(-5.13776e-19,-1.06198e-33)	 	(-5.13776e-19,1.06198e-33)
(0.334489,-1.28891e-17)	 	(0.334489,1.28891e-17)
(-6.90074e-20,6.79194e-34)	 	(-6.90074e-20,-6.79194e-34)
(-1.68461e-19,5.99187e-34)	 	(-1.68461e-19,-5.99187e-34)
(1.42711e-19,-1.72821e-34)	 	(1.42711e-19,1.72821e-34)
(-0.33449,-6.0077e-18)	 	(-0.33449,6.0077e-18)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.210018,-4.71874e-18)	 	(0.210018,4.71874e-18)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.397346,8.17455e-18)	 	(-0.397346,-8.17455e-18)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.278143,7.31922e-18)	 	(0.278143,-7.31922e-18)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.220146,7.93586e-18)	 	(-0.220146,-7.93586e-18)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.245557,-6.97083e-18)	 	(-0.245557,6.97083e-18)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.245556,-1.20226e-17)	 	(0.245556,1.20226e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.220146,3.40686e-18)	 	(0.220146,-3.40686e-18)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(0.277058,0.0200109)	 	(0.277058,-0.0200109)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.402462,6.38219e-19)	 	(0.402462,-6.38219e-19)
(-1.2239e-16,-9.25676e-19)	 	(-1.2239e-16,9.25676e-19)
(3.05997e-17,9.39774e-19)	 	(3.05997e-17,-9.39774e-19)
(2.00253e-17,-6.85257e-19)	 	(2.00253e-17,6.85257e-19)
(0.204004,-0.000738792)	 	(0.204004,0.000738792)
(-4.25856e-17,-2.35839e-19)	 	(-4.25856e-17,2.35839e-19)
(-6.64561e-18,5.11477e-20)	 	(-6.64561e-18,-5.11477e-20)
(-5.72528e-19,-8.47154e-19)	 	(-5.72528e-19,8.47154e-19)
(0.337126,0.0197526)	 	(0.337126,-0.0197526)
(-5.49609e-18,1.20099e-18)	 	(-5.49609e-18,-1.20099e-18)
(-1.3479e-18,3.14278e-19)	 	(-1.3479e-18,-3.14278e-19)
(6.93864e-19,-3.45849e-21)	 	(6.93864e-19,3.45849e-21)
(0.337578,-0.00924817)	 	(0.337578,0.00924817)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.203882,0.00708907)	 	(0.203882,-0.00708907)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.402267,0.0125288)	 	(0.402267,-0.0125288)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.277547,-0.0113763)	 	(0.277547,0.0113763)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.214776,0.0121142)	 	(0.214776,-0.0121142)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.242502,-0.0108248)	 	(0.242502,0.0108248)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.242047,0.0183686)	 	(0.242047,-0.0183686)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.215049,-0.00542237)	 	(0.215049,0.00542237)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(-0.0396829,0.180601)	 	(-0.0396829,-0.180601)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.299777,-1.19838e-16)	 	(0.299777,1.19838e-16)
(-5.96833e-17,-1.32949e-17)	 	(-5.96833e-17,1.32949e-17)
(4.86441e-17,-1.00089e-17)	 	(4.86441e-17,1.00089e-17)
(1.89003e-18,1.55225e-17)	 	(1.89003e-18,-1.55225e-17)
(-0.370389,-0.117562)	 	(-0.370389,0.117562)
(8.48056e-17,8.48679e-18)	 	(8.48056e-17,-8.48679e-18)
(2.5047e-17,-4.30698e-19)	 	(2.5047e-17,4.30698e-19)
(1.25256e-17,6.22316e-18)	 	(1.25256e-17,-6.22316e-18)
(0.152897,0.159211)	 	(0.152897,-0.159211)
(5.3882e-17,-1.34714e-17)	 	(5.3882e-17,1.34714e-17)
(1.63356e-17,-3.59174e-18)	 	(1.63356e-17,3.59174e-18)
(-8.6625e-18,4.31772e-20)	 	(-8.6625e-18,-4.31772e-20)
(0.197432,-0.0987254)	 	(0.197432,0.0987254)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.388366,-0.0134398)	 	(-0.388366,0.0134398)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.282422,0.100519)	 	(0.282422,-0.100519)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.0231731,-0.183451)	 	(0.0231731,0.183451)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.332807,0.0738981)	 	(-0.332807,-0.0738981)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.128828,-0.208304)	 	(-0.128828,0.208304)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.191218,0.153047)	 	(-0.191218,-0.153047)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.28876,-0.181214)	 	(-0.28876,0.181214)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(0.160015,0.312931)	 	(0.160015,-0.312931)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.19744,-3.02553e-16)	 	(-0.19744,3.02553e-16)
(7.44312e-18,-2.35663e-17)	 	(7.44312e-18,2.35663e-17)
(8.92545e-17,-1.2273e-17)	 	(8.92545e-17,1.2273e-17)
(2.01939e-17,3.02986e-17)	 	(2.01939e-17,-3.02986e-17)
(0.117613,-0.182436)	 	(0.117613,0.182436)
(-5.4339e-17,1.51095e-17)	 	(-5.4339e-17,-1.51095e-17)
