(0,-0)	 	(0,0)
(1.02009e-16,2.5145e-17)	 	(1.02009e-16,-2.5145e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-1.3405e-17,-9.45265e-17)	 	(-1.3405e-17,9.45265e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-6.30953e-17,2.88945e-18)	 	(-6.30953e-17,-2.88945e-18)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(3.34314e-17,-7.61965e-18)	 	(3.34314e-17,7.61965e-18)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(1.33563e-16,1.24128e-17)	 	(1.33563e-16,-1.24128e-17)
(-0.139434,0.0683866)	 	(-0.139434,-0.0683866)
(-0.34697,0.0841645)	 	(-0.34697,-0.0841645)
(0.123918,0.566017)	 	(0.123918,-0.566017)
(3.72441e-17,-1.52784e-16)	 	(3.72441e-17,1.52784e-16)
(-0.079673,-0.416885)	 	(-0.079673,0.416885)
(0.242336,0.0871836)	 	(0.242336,-0.0871836)
(0.0288464,0.43387)	 	(0.0288464,-0.43387)
(-1.58165e-16,1.70062e-16)	 	(-1.58165e-16,-1.70062e-16)
(-0.161285,0.103978)	 	(-0.161285,-0.103978)
(-0.00265122,0.142261)	 	(-0.00265122,-0.142261)
(-0.139842,0.0225756)	 	(-0.139842,-0.0225756)
(-2.68378e-18,-9.16002e-17)	 	(-2.68378e-18,9.16002e-17)
(1.24096e-16,-5.50433e-17)	 	(1.24096e-16,5.50433e-17)
(-2.95127e-17,2.73253e-16)	 	(-2.95127e-17,-2.73253e-16)
(-1.58155e-18,-1.44593e-17)	 	(-1.58155e-18,1.44593e-17)
(1.29689e-16,3.11996e-17)	 	(1.29689e-16,-3.11996e-17)
(5.49729e-18,1.5999e-18)	 	(5.49729e-18,-1.5999e-18)
(1.19514e-19,-3.05599e-19)	 	(1.19514e-19,3.05599e-19)
(4.5071e-21,-1.97799e-20)	 	(4.5071e-21,1.97799e-20)
(1.79163e-17,7.73602e-17)	 	(1.79163e-17,-7.73602e-17)
(1.7734e-52,-2.39473e-52)	 	(1.7734e-52,2.39473e-52)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-1.41319e-16,1.248e-17)	 	(-1.41319e-16,-1.248e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-2.47526e-17,4.57208e-17)	 	(-2.47526e-17,-4.57208e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(7.3432e-17,8.26185e-17)	 	(7.3432e-17,-8.26185e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(5.70236e-17,-1.08426e-16)	 	(5.70236e-17,1.08426e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-4.08352e-17,-4.22855e-18)	 	(-4.08352e-17,4.22855e-18)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(-5.22863e-17,1.44021e-16)	 	(-5.22863e-17,-1.44021e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-2.32758e-17,-5.51499e-17)	 	(-2.32758e-17,5.51499e-17)
(0.117327,0.0538914)	 	(0.117327,-0.0538914)
(0.0457136,0.193918)	 	(0.0457136,-0.193918)
(0.118344,-0.134974)	 	(0.118344,0.134974)
(1.96456e-17,6.92781e-17)	 	(1.96456e-17,-6.92781e-17)
(0.496405,-0.0770829)	 	(0.496405,0.0770829)
(0.501989,-0.0141178)	 	(0.501989,0.0141178)
(0.486807,-0.101971)	 	(0.486807,0.101971)
(2.99265e-17,8.92518e-17)	 	(2.99265e-17,-8.92518e-17)
(0.239561,0.0961952)	 	(0.239561,-0.0961952)
(-0.221095,0.189398)	 	(-0.221095,-0.189398)
(0.0707729,-0.0554618)	 	(0.0707729,0.0554618)
(-2.38998e-16,8.61523e-17)	 	(-2.38998e-16,-8.61523e-17)
(3.36878e-17,8.35302e-17)	 	(3.36878e-17,-8.35302e-17)
(-2.62079e-16,-6.30777e-17)	 	(-2.62079e-16,6.30777e-17)
(-3.42722e-18,-2.69436e-18)	 	(-3.42722e-18,2.69436e-18)
(6.18392e-18,1.41551e-17)	 	(6.18392e-18,-1.41551e-17)
(7.52704e-17,-3.50186e-17)	 	(7.52704e-17,3.50186e-17)
(-2.7068e-17,-3.58391e-17)	 	(-2.7068e-17,3.58391e-17)
(-1.69041e-18,2.59421e-18)	 	(-1.69041e-18,-2.59421e-18)
(1.53967e-16,-1.7867e-16)	 	(1.53967e-16,1.7867e-16)
(7.79882e-50,-1.34129e-50)	 	(7.79882e-50,1.34129e-50)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(9.10602e-17,-1.11247e-17)	 	(9.10602e-17,1.11247e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(4.40588e-17,-2.14796e-16)	 	(4.40588e-17,2.14796e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(7.93677e-17,-3.9655e-17)	 	(7.93677e-17,3.9655e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-2.88997e-17,-9.45916e-17)	 	(-2.88997e-17,9.45916e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-1.15151e-16,-8.02111e-17)	 	(-1.15151e-16,8.02111e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(3.03811e-17,2.85592e-16)	 	(3.03811e-17,-2.85592e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-1.38189e-16,-1.40666e-16)	 	(-1.38189e-16,1.40666e-16)
(0.302565,-0.355739)	 	(0.302565,0.355739)
(0.591112,0.162701)	 	(0.591112,-0.162701)
(-0.274517,0.338905)	 	(-0.274517,-0.338905)
(5.15929e-17,6.51543e-17)	 	(5.15929e-17,-6.51543e-17)
(0.041065,-0.155756)	 	(0.041065,0.155756)
(-0.0150186,-0.0660042)	 	(-0.0150186,0.0660042)
(-0.113145,-0.0516848)	 	(-0.113145,0.0516848)
(2.36246e-16,1.35267e-16)	 	(2.36246e-16,-1.35267e-16)
(0.351487,-0.17734)	 	(0.351487,0.17734)
(0.10105,0.0302642)	 	(0.10105,-0.0302642)
(-0.036386,-0.0485635)	 	(-0.036386,0.0485635)
(-1.27937e-16,4.31272e-16)	 	(-1.27937e-16,-4.31272e-16)
(5.12812e-17,-1.23812e-16)	 	(5.12812e-17,1.23812e-16)
(-2.22756e-17,2.03913e-18)	 	(-2.22756e-17,-2.03913e-18)
(7.73432e-18,5.23599e-18)	 	(7.73432e-18,-5.23599e-18)
(2.92119e-16,6.54408e-17)	 	(2.92119e-16,-6.54408e-17)
(-3.78966e-19,-8.91021e-19)	 	(-3.78966e-19,8.91021e-19)
(1.51067e-19,-3.3113e-20)	 	(1.51067e-19,3.3113e-20)
(-4.26448e-21,-2.62633e-21)	 	(-4.26448e-21,2.62633e-21)
(-6.21268e-17,-3.18476e-16)	 	(-6.21268e-17,3.18476e-16)
(3.5541e-53,1.77716e-53)	 	(3.5541e-53,-1.77716e-53)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(3.32578e-18,-1.37979e-17)	 	(3.32578e-18,1.37979e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-1.1674e-16,-8.33774e-17)	 	(-1.1674e-16,8.33774e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(1.01392e-16,-2.04026e-16)	 	(1.01392e-16,2.04026e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-2.3679e-16,-1.3579e-16)	 	(-2.3679e-16,1.3579e-16)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-1.82916e-16,4.38416e-17)	 	(-1.82916e-16,-4.38416e-17)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(0.0745326,-0.0734447)	 	(0.0745326,0.0734447)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.280361,-6.29113e-18)	 	(-0.280361,6.29113e-18)
(1.52707e-15,-2.72136e-16)	 	(1.52707e-15,2.72136e-16)
(2.40748e-16,-5.2539e-16)	 	(2.40748e-16,5.2539e-16)
(4.01601e-16,-1.6212e-16)	 	(4.01601e-16,1.6212e-16)
(0.0710292,0.264316)	 	(0.0710292,-0.264316)
(-3.2594e-16,-2.7635e-16)	 	(-3.2594e-16,2.7635e-16)
(1.64235e-16,6.45741e-17)	 	(1.64235e-16,-6.45741e-17)
(6.82862e-16,-2.83313e-16)	 	(6.82862e-16,2.83313e-16)
(0.36581,-0.201488)	 	(0.36581,0.201488)
(-7.89601e-16,7.849e-18)	 	(-7.89601e-16,-7.849e-18)
(4.02934e-16,9.2963e-17)	 	(4.02934e-16,-9.2963e-17)
(3.88629e-17,5.97303e-17)	 	(3.88629e-17,-5.97303e-17)
(0.404333,0.104546)	 	(0.404333,-0.104546)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.00330973,-0.273676)	 	(0.00330973,0.273676)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.271617,0.0694807)	 	(-0.271617,-0.0694807)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.0904064,0.0526811)	 	(0.0904064,-0.0526811)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.0249804,-0.0920181)	 	(0.0249804,0.0920181)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.277018,-0.274398)	 	(-0.277018,0.274398)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.200374,0.33449)	 	(-0.200374,-0.33449)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.0470071,0.0829598)	 	(0.0470071,-0.0829598)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(-0.27723,0.273192)	 	(-0.27723,-0.273192)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.252064,2.79071e-16)	 	(-0.252064,-2.79071e-16)
(6.37502e-16,-8.8408e-17)	 	(6.37502e-16,8.8408e-17)
(2.99297e-16,2.33339e-16)	 	(2.99297e-16,-2.33339e-16)
(2.60597e-16,-2.20437e-16)	 	(2.60597e-16,2.20437e-16)
(0.0786057,0.292512)	 	(0.0786057,-0.292512)
(-4.05625e-17,1.54454e-16)	 	(-4.05625e-17,-1.54454e-16)
(3.61093e-17,-5.19712e-17)	 	(3.61093e-17,5.19712e-17)
(-5.1423e-16,2.08713e-16)	 	(-5.1423e-16,-2.08713e-16)
(0.109019,-0.0600499)	 	(0.109019,0.0600499)
(6.17932e-16,-2.55396e-18)	 	(6.17932e-16,2.55396e-18)
(-2.90889e-16,-7.07125e-17)	 	(-2.90889e-16,7.07125e-17)
(-2.86387e-17,-4.40163e-17)	 	(-2.86387e-17,4.40163e-17)
(-0.120497,-0.0311583)	 	(-0.120497,0.0311583)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.00366274,0.302865)	 	(-0.00366274,-0.302865)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.244199,-0.0624665)	 	(0.244199,0.0624665)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.336285,0.195967)	 	(0.336285,-0.195967)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.106965,-0.393984)	 	(0.106965,0.393984)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.0747755,-0.074066)	 	(-0.0747755,0.074066)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.0540861,-0.0902837)	 	(0.0540861,0.0902837)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.201266,-0.355185)	 	(-0.201266,0.355185)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(-0.268114,0.26421)	 	(-0.268114,-0.26421)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.158257,-1.02819e-15)	 	(-0.158257,1.02819e-15)
(8.98985e-17,-3.90793e-17)	 	(8.98985e-17,3.90793e-17)
(2.2953e-17,3.13654e-17)	 	(2.2953e-17,-3.13654e-17)
(7.51653e-17,5.41066e-17)	 	(7.51653e-17,-5.41066e-17)
(-0.0961321,-0.35774)	 	(-0.0961321,0.35774)
(4.09577e-17,4.65672e-17)	 	(4.09577e-17,-4.65672e-17)
(-1.06015e-16,-2.36438e-18)	 	(-1.06015e-16,2.36438e-18)
(-3.24366e-17,-2.75846e-17)	 	(-3.24366e-17,2.75846e-17)
(0.318828,-0.175608)	 	(0.318828,0.175608)
(-1.6461e-16,-8.1254e-18)	 	(-1.6461e-16,8.1254e-18)
(4.19714e-17,1.84832e-17)	 	(4.19714e-17,-1.84832e-17)
(5.4722e-18,8.41049e-18)	 	(5.4722e-18,-8.41049e-18)
(0.3524,0.0911189)	 	(0.3524,-0.0911189)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.00447954,0.370405)	 	(-0.00447954,-0.370405)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.153323,0.0392194)	 	(-0.153323,-0.0392194)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.325228,-0.189526)	 	(-0.325228,0.189526)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.0449845,-0.165683)	 	(0.0449845,0.165683)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.131153,0.129916)	 	(0.131153,-0.129916)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.0948653,-0.158363)	 	(0.0948653,0.158363)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.0846393,0.149365)	 	(0.0846393,-0.149365)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(0.165461,-0.163055)	 	(0.165461,0.163055)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.332118,-1.91227e-15)	 	(0.332118,1.91227e-15)
(-6.1492e-17,-1.01125e-17)	 	(-6.1492e-17,1.01125e-17)
(-9.47862e-17,8.54274e-18)	 	(-9.47862e-17,-8.54274e-18)
(9.87758e-17,4.05056e-18)	 	(9.87758e-17,-4.05056e-18)
(0.0444658,0.165464)	 	(0.0444658,-0.165464)
(-1.01317e-17,1.86807e-17)	 	(-1.01317e-17,-1.86807e-17)
(-3.01093e-17,-2.39666e-18)	 	(-3.01093e-17,2.39666e-18)
(-2.31149e-17,-1.06913e-17)	 	(-2.31149e-17,1.06913e-17)
(0.0925917,-0.050998)	 	(0.0925917,0.050998)
(-7.03717e-17,-3.80425e-18)	 	(-7.03717e-17,3.80425e-18)
(1.73554e-17,8.03017e-18)	 	(1.73554e-17,-8.03017e-18)
(2.32545e-18,3.5741e-18)	 	(2.32545e-18,-3.5741e-18)
(-0.102344,-0.0264608)	 	(-0.102344,0.0264608)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.00207187,0.171319)	 	(-0.00207187,-0.171319)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.321756,0.0823081)	 	(-0.321756,-0.0823081)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.200707,-0.116961)	 	(-0.200707,0.116961)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.0968933,-0.356888)	 	(0.0968933,0.356888)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.282801,0.280127)	 	(0.282801,-0.280127)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.204555,0.341475)	 	(-0.204555,-0.341475)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.182318,-0.321743)	 	(-0.182318,0.321743)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(-0.178954,0.176346)	 	(-0.178954,-0.176346)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.053109,-3.51782e-17)	 	(-0.053109,3.51782e-17)
(6.11909e-18,-1.14161e-17)	 	(6.11909e-18,1.14161e-17)
(-1.67593e-18,3.9585e-17)	 	(-1.67593e-18,-3.9585e-17)
(5.44989e-17,2.56172e-17)	 	(5.44989e-17,-2.56172e-17)
(0.105359,0.39208)	 	(0.105359,-0.39208)
(-1.0809e-17,2.58994e-17)	 	(-1.0809e-17,-2.58994e-17)
(1.10055e-16,-1.04086e-17)	 	(1.10055e-16,1.04086e-17)
(-5.8566e-17,-3.16146e-19)	 	(-5.8566e-17,3.16146e-19)
(0.129007,-0.0710555)	 	(0.129007,0.0710555)
(-4.31998e-17,-3.98655e-18)	 	(-4.31998e-17,3.98655e-18)
(8.94985e-18,5.80535e-18)	 	(8.94985e-18,-5.80535e-18)
(1.46853e-18,2.25706e-18)	 	(1.46853e-18,-2.25706e-18)
(0.142591,0.0368693)	 	(0.142591,-0.0368693)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.00490954,-0.40596)	 	(0.00490954,0.40596)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.051453,0.0131613)	 	(-0.051453,-0.0131613)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.217073,-0.126498)	 	(-0.217073,0.126498)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.0997291,0.367324)	 	(-0.0997291,-0.367324)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.227639,0.22549)	 	(0.227639,-0.22549)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.16466,-0.274869)	 	(0.16466,0.274869)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.187646,-0.331151)	 	(-0.187646,0.331151)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(-0.199838,0.19693)	 	(-0.199838,-0.19693)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.46916,-1.51577e-15)	 	(0.46916,1.51577e-15)
(3.5364e-17,-3.17462e-17)	 	(3.5364e-17,3.17462e-17)
(2.59324e-17,-1.42776e-18)	 	(2.59324e-17,1.42776e-18)
(-1.09157e-18,2.60439e-18)	 	(-1.09157e-18,-2.60439e-18)
(-0.0111974,-0.0416665)	 	(-0.0111974,0.0416665)
(3.49271e-18,2.37175e-18)	 	(3.49271e-18,-2.37175e-18)
(8.56117e-18,-7.39585e-19)	 	(8.56117e-18,7.39585e-19)
(-3.86601e-18,8.19616e-20)	 	(-3.86601e-18,-8.19616e-20)
(0.333141,-0.183495)	 	(0.333141,0.183495)
(-2.44064e-18,-2.48668e-19)	 	(-2.44064e-18,2.48668e-19)
(4.93268e-19,3.42664e-19)	 	(4.93268e-19,-3.42664e-19)
(8.4612e-20,1.30044e-19)	 	(8.4612e-20,-1.30044e-19)
(-0.368225,-0.0952078)	 	(-0.368225,0.0952078)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.000521735,-0.0431412)	 	(0.000521735,0.0431412)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.454524,0.116273)	 	(-0.454524,-0.116273)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.24241,0.14126)	 	(0.24241,-0.14126)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.0299553,0.110335)	 	(-0.0299553,-0.110335)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.144881,-0.14351)	 	(-0.144881,0.14351)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.104795,-0.174938)	 	(0.104795,0.174938)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.0563655,0.099469)	 	(0.0563655,-0.099469)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(0.247883,-0.128242)	 	(0.247883,0.128242)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.453667,1.19821e-17)	 	(0.453667,-1.19821e-17)
(-5.56853e-17,3.14557e-18)	 	(-5.56853e-17,-3.14557e-18)
(1.62154e-18,-1.5037e-17)	 	(1.62154e-18,1.5037e-17)
(-8.91675e-18,-9.88516e-18)	 	(-8.91675e-18,9.88516e-18)
(0.108779,0.0174364)	 	(0.108779,-0.0174364)
(7.95402e-18,-7.60246e-18)	 	(7.95402e-18,7.60246e-18)
(-8.1981e-18,9.81535e-18)	 	(-8.1981e-18,-9.81535e-18)
(1.23144e-18,-2.17303e-18)	 	(1.23144e-18,2.17303e-18)
(0.349681,-0.121409)	 	(0.349681,0.121409)
(5.03367e-18,1.57011e-19)	 	(5.03367e-18,-1.57011e-19)
(9.96399e-19,3.54528e-19)	 	(9.96399e-19,-3.54528e-19)
(-2.95755e-19,1.00266e-19)	 	(-2.95755e-19,-1.00266e-19)
(0.365181,0.0604995)	 	(0.365181,-0.0604995)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.104261,-0.0355881)	 	(0.104261,0.0355881)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.447127,-0.0767524)	 	(0.447127,0.0767524)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.266006,0.0844557)	 	(0.266006,-0.0844557)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.125983,-0.0749549)	 	(0.125983,0.0749549)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.196658,0.0835236)	 	(0.196658,-0.0835236)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.179692,-0.11559)	 	(0.179692,0.11559)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.136848,0.0525607)	 	(0.136848,-0.0525607)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(-0.189072,-0.163678)	 	(-0.189072,0.163678)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.137259,-1.69087e-16)	 	(0.137259,1.69087e-16)
(-2.21379e-17,-3.36539e-17)	 	(-2.21379e-17,3.36539e-17)
(-6.71095e-18,3.64714e-18)	 	(-6.71095e-18,-3.64714e-18)
(-1.12646e-17,5.421e-17)	 	(-1.12646e-17,-5.421e-17)
(-0.31213,0.240559)	 	(-0.31213,-0.240559)
(-2.35536e-17,4.66333e-17)	 	(-2.35536e-17,-4.66333e-17)
(3.76324e-17,-5.14099e-17)	 	(3.76324e-17,5.14099e-17)
(-4.05359e-18,1.15511e-17)	 	(-4.05359e-18,-1.15511e-17)
(-0.0401024,-0.167052)	 	(-0.0401024,0.167052)
(-3.38621e-17,-1.2315e-18)	 	(-3.38621e-17,1.2315e-18)
(-7.48219e-18,-2.57111e-18)	 	(-7.48219e-18,2.57111e-18)
(2.1793e-18,-7.38821e-19)	 	(2.1793e-18,7.38821e-19)
(0.117042,0.125761)	 	(0.117042,-0.125761)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.373004,0.127131)	 	(-0.373004,-0.127131)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.0758733,-0.114382)	 	(0.0758733,0.114382)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.0318835,0.248036)	 	(0.0318835,-0.248036)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.369159,0.0116879)	 	(-0.369159,-0.0116879)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.0776082,0.302283)	 	(-0.0776082,-0.302283)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.294802,-0.102422)	 	(-0.294802,0.102422)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.213802,0.301169)	 	(-0.213802,-0.301169)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)

 
(0.0849238,-0.271241)	 	(0.0849238,0.271241)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.286512,5.47232e-17)	 	(-0.286512,-5.47232e-17)
(1.45267e-17,-4.37363e-17)	 	(1.45267e-17,4.37363e-17)
(5.74357e-18,-3.53531e-18)	 	(5.74357e-18,3.53531e-18)
(-2.5864e-17,1.87148e-18)	 	(-2.5864e-17,-1.87148e-18)
(0.186323,0.15353)	 	(0.186323,-0.15353)
(2.08856e-17,1.61841e-17)	 	(2.08856e-17,-1.61841e-17)
(-5.6049e-18,-3.67152e-18)	 	(-5.6049e-18,3.67152e-18)
(1.07482e-17,8.63026e-19)	 	(1.07482e-17,-8.63026e-19)
(-0.121118,-0.17787)	 	(-0.121118,0.17787)
(-4.30318e-17,-2.71022e-18)	 	(-4.30318e-17,2.71022e-18)
(-1.52278e-17,-4.5923e-18)	 	(-1.52278e-17,4.5923e-18)
(4.14296e-18,-1.40454e-18)	 	(4.14296e-18,1.40454e-18)
(-0.176104,0.123672)	 	(-0.176104,-0.123672)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0.22852,-0.0778828)	 	(0.22852,0.0778828)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.268071,-0.101127)	 	(-0.268071,0.101127)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(0,-0)	 	(0,0)
(-0.01628,0.283757)	 	(-0.01628,-0.283757)
