0.000000	500.000000	3.813669	-2101.453081	1628.049654	-469.589757
1.000000	1043.629097	7.960112	-2099.496166	1625.912434	-465.623620
2.000000	1118.558474	8.531623	-2094.531338	1620.619079	-465.380636
3.000000	1183.584112	9.027596	-2087.072383	1612.842276	-465.202511
4.000000	1206.708301	9.203972	-2077.674325	1603.275597	-465.194756
5.000000	1186.357269	9.048748	-2066.663750	1592.270880	-465.344123
6.000000	1154.328502	8.804453	-2054.018637	1579.691792	-465.522392
7.000000	1156.930828	8.824302	-2039.475153	1565.085647	-465.565204
8.000000	1226.394425	9.354125	-2022.799482	1548.069660	-465.375697
9.000000	1361.802561	10.386928	-2004.049693	1528.678578	-464.984187
10.000000	1530.843265	11.676259	-1983.660338	1507.454145	-464.529934
11.000000	1687.438872	12.870666	-1962.329386	1485.270370	-464.188349
12.000000	1791.116049	13.661447	-1940.815169	1463.055990	-464.097732
13.000000	1818.930816	13.873600	-1919.749453	1441.557688	-464.318166
14.000000	1769.596049	13.497307	-1899.522337	1421.201632	-464.823399
15.000000	1661.591470	12.673519	-1880.252713	1402.062472	-465.516722
16.000000	1525.846027	11.638143	-1861.838167	1383.934727	-466.265298
17.000000	1395.270527	10.642200	-1844.060041	1366.476167	-466.941675
18.000000	1294.746466	9.875469	-1826.706946	1349.371436	-467.460041
19.000000	1234.742010	9.417794	-1809.677536	1332.464290	-467.795451
20.000000	1210.192965	9.230550	-1793.034406	1315.821958	-467.981897
21.000000	1204.301945	9.185618	-1776.996748	1299.718380	-468.092750
22.000000	1195.555173	9.118903	-1761.879669	1284.549393	-468.211373
23.000000	1165.318819	8.888280	-1748.006657	1270.716036	-468.402341
24.000000	1103.559005	8.417217	-1735.628010	1258.518402	-468.692390
25.000000	1011.104741	7.712037	-1724.867754	1248.089870	-469.065847
26.000000	898.232615	6.851124	-1715.709263	1239.384161	-469.473978
27.000000	780.611290	5.953986	-1708.017740	1232.210467	-469.853286
28.000000	674.624756	5.145591	-1701.588134	1226.298971	-470.143572
29.000000	593.753685	4.528760	-1696.205483	1221.375121	-470.301602
30.000000	546.605738	4.169147	-1691.701339	1217.225523	-470.306669
31.000000	536.487127	4.091969	-1687.999464	1213.747110	-470.160385
32.000000	561.645095	4.283857	-1685.139052	1210.971435	-469.883760
33.000000	615.641942	4.695709	-1683.266545	1209.056786	-469.514050
34.000000	688.181843	5.248995	-1682.598158	1208.249384	-469.099779
35.000000	766.730046	5.848109	-1683.367341	1208.825969	-468.693263
36.000000	839.064108	6.399825	-1685.771009	1211.030891	-468.340293
37.000000	896.296040	6.836353	-1689.926651	1215.020358	-468.069940
38.000000	935.147201	7.132684	-1695.847327	1220.827132	-467.887512
39.000000	958.510725	7.310885	-1703.440977	1228.354641	-467.775452
40.000000	974.405592	7.432121	-1712.530930	1237.399998	-467.698811
41.000000	993.818009	7.580186	-1722.895274	1247.699463	-467.615625
42.000000	1027.611863	7.837943	-1734.310231	1258.983464	-467.488824
43.000000	1083.408054	8.263519	-1746.590314	1271.029382	-467.297413
44.000000	1162.847394	8.869430	-1759.620022	1283.705613	-467.044978
45.000000	1259.724276	9.608343	-1773.367838	1296.995795	-466.763700
46.000000	1360.166245	10.374447	-1787.875070	1310.990269	-466.510353
47.000000	1445.425569	11.024749	-1803.214177	1325.836393	-466.353034
48.000000	1497.004319	11.418158	-1819.423615	1341.654528	-466.350930
49.000000	1502.665758	11.461339	-1836.440108	1358.445646	-466.533123
50.000000	1461.148439	11.144673	-1854.053916	1376.024433	-466.884811
51.000000	1383.835950	10.554984	-1871.907236	1394.006347	-467.345905
52.000000	1292.488518	9.858246	-1889.543864	1411.861071	-467.824547
53.000000	1212.902558	9.251217	-1906.501709	1429.026184	-468.224308
54.000000	1165.472242	8.889450	-1922.419852	1445.051421	-468.478981
55.000000	1156.061153	8.817669	-1937.125339	1459.725566	-468.582104
56.000000	1171.566984	8.935937	-1950.663871	1473.131979	-468.595954
57.000000	1183.980730	9.030621	-1963.245338	1485.585897	-468.628821
58.000000	1163.218619	8.872261	-1975.113026	1497.456822	-468.783943
59.000000	1092.681758	8.334253	-1986.394108	1508.955157	-469.104698
60.000000	979.056750	7.467597	-1997.006622	1519.992715	-469.546310
61.000000	850.959310	6.490554	-2006.668183	1530.187054	-469.990575
62.000000	746.990574	5.697549	-2014.994215	1538.999832	-470.296833
63.000000	698.863893	5.330471	-2021.629188	1545.934077	-470.364641
64.000000	716.754759	5.466931	-2026.361433	1550.712635	-470.181867
65.000000	783.030475	5.972438	-2029.200787	1553.391137	-469.837213
66.000000	859.466880	6.555444	-2030.374101	1554.334919	-469.483737
67.000000	906.419937	6.913571	-2030.190619	1554.013415	-469.263633
68.000000	903.107411	6.888305	-2028.843593	1552.718454	-469.236834
69.000000	857.799922	6.542730	-2026.269961	1550.373762	-469.353470
70.000000	803.446256	6.128156	-2022.143733	1546.534275	-469.481302
71.000000	781.501762	5.960778	-2016.011588	1540.578389	-469.472422
72.000000	821.510151	6.265935	-2007.524293	1532.020776	-469.237582
73.000000	925.579483	7.059707	-1996.667511	1520.812729	-468.795075
74.000000	1066.103718	8.131533	-1983.846135	1507.446978	-468.267624
75.000000	1199.090728	9.145870	-1969.750193	1492.780319	-467.824004
76.000000	1284.861039	9.800069	-1955.103424	1477.703072	-467.600284
77.000000	1304.425570	9.949294	-1940.443255	1462.849999	-467.643962
78.000000	1264.729263	9.646517	-1926.011869	1448.461144	-467.904207
79.000000	1192.799721	9.097886	-1911.770983	1434.411084	-468.262013
80.000000	1123.349568	8.568167	-1897.511411	1420.360686	-468.582559
81.000000	1085.181308	8.277044	-1883.003183	1405.960525	-468.765613
