1	-2.7541
1.01	-2.9104
1.02	-3.08279
1.03	-3.26446
1.04	-3.45017
1.05	-3.63596
1.06	-3.81888
1.07	-3.99676
1.08	-4.16809
1.09	-4.33181
1.1	-4.48722
1.11	-4.63391
1.12	-4.77163
1.13	-4.90032
1.14	-5.01998
1.15	-5.13071
1.16	-5.23266
1.17	-5.32601
1.18	-5.41099
1.19	-5.48784
1.2	-5.55682
1.21	-5.61821
1.22	-5.67231
1.23	-5.71942
1.24	-5.75979
1.25	-5.79375
1.26	-5.82165
1.27	-5.84379
1.28	-5.86051
1.29	-5.8721
1.3	-5.87886
1.31	-5.88103
1.32	-5.87884
1.33	-5.87257
1.34	-5.86245
1.35	-5.84875
1.36	-5.83169
1.37	-5.81149
1.38	-5.78838
1.39	-5.76254
1.4	-5.73418
1.41	-5.70347
1.42	-5.6706
1.43	-5.63573
1.44	-5.59901
1.45	-5.56061
1.46	-5.52065
1.47	-5.47929
1.48	-5.43664
1.49	-5.39283
1.5	-5.34797
1.51	-5.30218
1.52	-5.25556
1.53	-5.20819
1.54	-5.16019
1.55	-5.11162
1.56	-5.06257
1.57	-5.01312
1.58	-4.96333
1.59	-4.91328
1.6	-4.863
1.61	-4.81257
1.62	-4.76202
1.63	-4.71141
1.64	-4.66076
1.65	-4.61011
1.66	-4.55949
1.67	-4.50893
1.68	-4.45843
1.69	-4.40801
1.7	-4.35769
1.71	-4.30745
1.72	-4.25731
1.73	-4.20725
1.74	-4.15725
1.75	-4.10732
1.76	-4.05742
1.77	-4.00753
1.78	-3.95763
1.79	-3.90768
1.8	-3.85765
1.81	-3.8075
1.82	-3.75719
1.83	-3.70668
1.84	-3.65594
1.85	-3.60491
1.86	-3.55357
1.87	-3.50187
1.88	-3.44978
1.89	-3.39727
1.9	-3.34431
1.91	-3.29088
1.92	-3.23696
1.93	-3.18256
1.94	-3.12766
1.95	-3.0723
1.96	-3.01647
1.97	-2.96022
1.98	-2.90358
1.99	-2.84662
