1.34900	-8.218410
1.35042	-8.226640
1.35184	-8.234670
1.35326	-8.242500
1.35468	-8.250140
1.35610	-8.257580
1.35752	-8.264820
1.35894	-8.271870
1.36036	-8.278740
1.36178	-8.285410
1.36320	-8.291890
1.36462	-8.298180
1.36604	-8.304290
1.36746	-8.310210
1.36888	-8.315940
1.37030	-8.321490
1.37172	-8.326860
1.37314	-8.332050
1.37456	-8.337060
1.37598	-8.341890
1.37740	-8.346530
1.37882	-8.351010
1.38024	-8.355300
1.38166	-8.359430
1.38308	-8.363370
1.38450	-8.367150
1.38592	-8.370750
1.38734	-8.374180
1.38876	-8.377450
1.39018	-8.380540
1.39160	-8.383470
1.39302	-8.386230
1.39444	-8.388830
1.39586	-8.391260
1.39728	-8.393530
1.39870	-8.395630
1.40012	-8.397580
1.40154	-8.399360
1.40296	-8.400990
1.40438	-8.402460
1.40580	-8.403770
1.40722	-8.404930
1.40864	-8.405930
1.41006	-8.406780
1.41148	-8.407470
1.41290	-8.408020
1.41432	-8.408410
1.41574	-8.408660
1.41716	-8.408770
1.41858	-8.408740
1.42000	-8.408580
1.42142	-8.408280
1.42284	-8.407840
1.42426	-8.407270
1.42568	-8.406570
1.42710	-8.405730
1.42852	-8.404760
1.42994	-8.403650
1.43136	-8.402420
1.43278	-8.401050
1.43420	-8.399550
1.43562	-8.397930
1.43704	-8.396170
1.43846	-8.394290
1.43988	-8.392280
1.44130	-8.390140
1.44272	-8.387880
1.44414	-8.385490
1.44556	-8.382980
1.44698	-8.380340
1.44840	-8.377580
1.44982	-8.374700
1.45124	-8.371690
1.45266	-8.368560
1.45408	-8.365310
1.45550	-8.361940
1.45692	-8.358460
1.45834	-8.354850
1.45976	-8.351120
1.46118	-8.347280
1.46260	-8.343310
1.46402	-8.339240
1.46544	-8.335040
1.46686	-8.330730
1.46828	-8.326310
1.46970	-8.321770
1.47112	-8.317120
1.47254	-8.312350
1.47396	-8.307470
1.47538	-8.302480
1.47680	-8.297380
1.47822	-8.292160
1.47964	-8.286840
1.48106	-8.281410
1.48248	-8.275860
1.48390	-8.270210
1.48532	-8.264450
1.48674	-8.258580
1.48816	-8.252610
1.48958	-8.246520
1.49100	-8.240330
